# item_name	category_id	subcategory_id	item_link	texture
The Mage	25	160	|H0:item:125460:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonemage001.dds
The Ritual	25	160	|H0:item:125459:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstoneritual001.dds
The Serpent	25	160	|H0:item:125458:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstoneserpent001.dds
The Shadow	25	160	|H0:item:125457:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstoneshadow001.dds
The Steed	25	160	|H0:item:125456:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonesteed001.dds
The Thief	25	160	|H0:item:125455:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonethief001.dds
The Tower	25	160	|H0:item:125454:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonetower001.dds
The Warrior	25	160	|H0:item:125453:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonewarrior001.dds
Target Skeleton, Humanoid	25	98	|H0:item:118553:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h	/esoui/art/icons/housing_targetdummy_humanoid_01.dds
Target Skeleton, Robust Humanoid	25	98	|H0:item:121314:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h	/esoui/art/icons/housing_targetdummy_robusthumanoid_01.dds
Target Skeleton, Humanoid	25	98	|H0:item:118553:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h	/esoui/art/icons/housing_targetdummy_humanoid_01.dds
Outfit Station	25	104	|H0:item:134675:124:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_transmogtable001.dds
Blacksmithing Station (Adept Rider)	25	104	|H0:item:138739:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Adept Rider)	25	104	|H0:item:138737:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Jewelry Crafting Station (Adept Rider)	25	104	|H0:item:138740:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Woodworking Station (Adept Rider)	25	104	|H0:item:138738:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Nocturnal's Favor)	25	104	|H0:item:138747:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Nocturnal's Favor)	25	104	|H0:item:138745:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Jewelry Crafting Station (Nocturnal's Favor)	25	104	|H0:item:138748:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Woodworking Station (Nocturnal's Favor)	25	104	|H0:item:138746:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Sload's Semblance)	25	104	|H0:item:138743:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Sload's Semblance)	25	104	|H0:item:138741:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Jewelry Crafting Station (Sload's Semblance)	25	104	|H0:item:138744:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Woodworking Station (Sload's Semblance)	25	104	|H0:item:138742:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Jewelry Crafting Station (Innate Axiom)	25	104	|H0:item:137910:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Mechanical Acuity)	25	104	|H0:item:137912:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Fortified Brass)	25	104	|H0:item:137911:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Oblivion's Foe)	25	104	|H0:item:137880:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Spectre's Eye)	25	104	|H0:item:137881:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Twice-Born Star)	25	104	|H0:item:137893:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Way of the Arena)	25	104	|H0:item:137892:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Torug's Pact)	25	104	|H0:item:137882:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Seducer)	25	104	|H0:item:137875:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Twilight's Embrace)	25	104	|H0:item:137872:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Eyes of Mara)	25	104	|H0:item:137889:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Shalidor's Curse)	25	104	|H0:item:137891:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Orgnum's Scales)	25	104	|H0:item:137888:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Kagrenac's Hope)	25	104	|H0:item:137890:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Varen's Legacy)	25	104	|H0:item:137905:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Kvatch Gladiator)	25	104	|H0:item:137904:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Pelinal's Aptitude)	25	104	|H0:item:137906:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Song of Lamae)	25	104	|H0:item:137886:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Vampire's Kiss)	25	104	|H0:item:137876:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Alessia's Bulwark)	25	104	|H0:item:137887:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Magnus' Gift)	25	104	|H0:item:137877:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Whitestrake's)	25	104	|H0:item:137874:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Hist Bark)	25	104	|H0:item:137883:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Night's Silence)	25	104	|H0:item:137873:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Eternal Hunt)	25	104	|H0:item:137903:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Tava's Favor)	25	104	|H0:item:137901:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Clever Alchemist)	25	104	|H0:item:137902:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Death's Wind)	25	104	|H0:item:137871:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Ashen Grip)	25	104	|H0:item:137879:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Night Mother's Gaze)	25	104	|H0:item:137878:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Hunding's Rage)	25	104	|H0:item:137885:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Willow's Path)	25	104	|H0:item:137884:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Assassin's Guile)	25	104	|H0:item:137907:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Daedric Trickery)	25	104	|H0:item:137908:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Shacklebreaker)	25	104	|H0:item:137909:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Law of Julianos)	25	104	|H0:item:137897:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Morkuldin)	25	104	|H0:item:137900:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Trial by Fire)	25	104	|H0:item:137898:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Armor Master)	25	104	|H0:item:137896:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Redistributor)	25	104	|H0:item:137895:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Jewelry Crafting Station (Noble's Conquest)	25	104	|H0:item:137894:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Blacksmithing Station (Grave-Stake Collector)	25	104	|H0:item:145496:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Grave-Stake Collector)	25	104	|H0:item:145494:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Jewelry Crafting Station (Grave-Stake Collector)	25	104	|H0:item:145497:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Woodworking Station (Grave-Stake Collector)	25	104	|H0:item:145495:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Naga Shaman)	25	104	|H0:item:145500:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Naga Shaman)	25	104	|H0:item:145498:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Jewelry Crafting Station (Naga Shaman)	25	104	|H0:item:145501:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Woodworking Station (Naga Shaman)	25	104	|H0:item:145499:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Might of the Lost Legion)	25	104	|H0:item:145504:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Might of the Lost Legion)	25	104	|H0:item:145502:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Jewelry Crafting Station (Might of the Lost Legion	25	104	|H0:item:145505:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablejewelry001.dds
Woodworking Station (Might of the Lost Legion)	25	104	|H0:item:145503:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Music Box, Blood and Glory	25	182	|H0:item:145322:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_uni_inc_musicboxeso001.dds
Winter Festival Hearthfire	25	104	|H0:item:146050:4:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_uni_inc_holidayhearthlogs001.dds
Music Box, Hinterlands	25	182	|H0:item:147507:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_uni_inc_musicboxebonhart001.dds
Music Box, Sands of the Alik'r	25	182	|H0:item:147506:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_uni_inc_musicboxdaggerfall001.dds
Music Box, Y'ffre in Every Leaf	25	182	|H0:item:147505:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_uni_inc_musicboxaldmeri001.dds
Transmute Station	25	104	|H0:item:133576:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h	/esoui/art/icons/housing_cwc_crf_housingretrait001.dds
Target Skeleton, Robust Humanoid	25	98	|H0:item:121314:6:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h	/esoui/art/icons/housing_targetdummy_robusthumanoid_01.dds
Tythis Andromo, the Banker	25	31		/esoui/art/icons/assistant_banker_01.dds
Pirharri the Smuggler	25	32		/esoui/art/icons/assistant_fence_01.dds
Nuzhimeh the Merchant	25	32		/esoui/art/icons/assistant_vendor_01.dds
Storage Coffer, Fortified	25	172		/esoui/art/icons/housing_gen_con_housingchest004.dds
Storage Chest, Fortified	25	172		/esoui/art/icons/housing_gen_con_housingchest003.dds
Storage Coffer, Oaken	25	172		/esoui/art/icons/housing_gen_con_housingchest004.dds
Storage Coffer, Secure	25	172		/esoui/art/icons/housing_gen_con_housingchest004.dds
Storage Coffer, Sturdy	25	172		/esoui/art/icons/housing_gen_con_housingchest004.dds
Storage Chest, Oaken	25	172		/esoui/art/icons/housing_gen_con_housingchest003.dds
Storage Chest, Secure	25	172		/esoui/art/icons/housing_gen_con_housingchest003.dds
Storage Chest, Sturdy	25	172		/esoui/art/icons/housing_gen_con_housingchest003.dds
